annee;nom_iris;code_iris;type_iris;nom_commune;code_commune;domaine_de_tension;nb_sites_photovoltaique_enedis;energie_produite_annuelle_photovoltaique_enedis_mwh;nb_sites_eolien_enedis;energie_produite_annuelle_eolien_enedis_mwh;nb_sites_hydraulique_enedis;energie_produite_annuelle_hydraulique_enedis_mwh;nb_sites_bio_energie_enedis;energie_produite_annuelle_bio_energie_enedis_mwh;nb_sites_cogeneration_enedis;energie_produite_annuelle_cogeneration_enedis_mwh;nb_sites_autres_filieres_enedis;energie_produite_annuelle_autres_filieres_enedis_mwh;gid
2015;Albigny-sur-Saône (commune non irisée);690030000;Z;Albigny-sur-Saône;69003;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1
2016;Albigny-sur-Saône (commune non irisée);690030000;Z;Albigny-sur-Saône;69003;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;2
2017;Albigny-sur-Saône (commune non irisée);690030000;Z;Albigny-sur-Saône;69003;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;3
2018;Albigny-sur-Saône (commune non irisée);690030000;Z;Albigny-sur-Saône;69003;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;4
2019;Albigny-sur-Saône (commune non irisée);690030000;Z;Albigny-sur-Saône;69003;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;5
2020;Albigny-sur-Saône (commune non irisée);690030000;Z;Albigny-sur-Saône;69003;BT <= 36 kVA;10;25,940464153521823;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;6
2021;Albigny-sur-Saône (commune non irisée);690030000;Z;Albigny-sur-Saône;69003;BT <= 36 kVA;13;23,238;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;7
2022;Albigny-sur-Saône (commune non irisée);690030000;Z;Albigny-sur-Saône;69003;BT <= 36 kVA;18;30,084;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;8
2023;Albigny-sur-Saône (commune non irisée);690030000;Z;Albigny-sur-Saône;69003;BT <= 36 kVA;27;51,626;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;9
2015;Les-Genets-Hopitaux;690290101;H;Bron;69029;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;10
2016;Les-Genets-Hopitaux;690290101;H;Bron;69029;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;11
2016;Les-Genets-Hopitaux;690290101;H;Bron;69029;HTA;0;0,0;0;0,0;0;0,0;0;0,0;1;4392,795;0;0,0;12
2017;Les-Genets-Hopitaux;690290101;H;Bron;69029;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;13
2017;Les-Genets-Hopitaux;690290101;H;Bron;69029;HTA;0;0,0;0;0,0;0;0,0;0;0,0;1;14686,446;0;0,0;14
2018;Les-Genets-Hopitaux;690290101;H;Bron;69029;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;15
2018;Les-Genets-Hopitaux;690290101;H;Bron;69029;HTA;0;0,0;0;0,0;0;0,0;0;0,0;1;15469,131833333335;0;0,0;16
2019;Les Genêts-Hôpitaux;690290101;H;Bron;69029;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;17
2019;Les Genêts-Hôpitaux;690290101;H;Bron;69029;HTA;0;0,0;0;0,0;0;0,0;0;0,0;1;15208,802333333333;0;0,0;18
2020;Les Genêts-Hôpitaux;690290101;H;Bron;69029;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;19
2020;Les Genêts-Hôpitaux;690290101;H;Bron;69029;HTA;0;0,0;0;0,0;0;0,0;0;0,0;1;15487,768166666667;0;0,0;20
2021;Les Genêts-Hôpitaux;690290101;H;Bron;69029;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;21
2021;Les Genêts-Hôpitaux;690290101;H;Bron;69029;HTA;0;0,0;0;0,0;0;0,0;0;0,0;1;12460,643;0;0,0;22
2022;Les Genêts-Hôpitaux;690290101;H;Bron;69029;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;23
2022;Les Genêts-Hôpitaux;690290101;H;Bron;69029;HTA;0;0,0;0;0,0;0;0,0;0;0,0;1;13137,322;0;0,0;24
2023;Les Genêts-Hôpitaux;690290101;H;Bron;69029;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;25
2023;Les Genêts-Hôpitaux;690290101;H;Bron;69029;HTA;2;50,367;0;0,0;0;0,0;0;0,0;1;15657,438;0;0,0;26
2015;Gendarmerie-Garenne;690290102;H;Bron;69029;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;27
2016;Gendarmerie-Garenne;690290102;H;Bron;69029;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;28
2017;Gendarmerie-Garenne;690290102;H;Bron;69029;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;29
2018;Gendarmerie-Garenne;690290102;H;Bron;69029;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;30
2019;Gendarmerie-Garenne;690290102;H;Bron;69029;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;31
2020;Gendarmerie-Garenne;690290102;H;Bron;69029;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;32
2021;Gendarmerie-Garenne;690290102;H;Bron;69029;BT <= 36 kVA;12;24,227;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;33
2022;Gendarmerie-Garenne;690290102;H;Bron;69029;BT <= 36 kVA;13;40,216;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;34
2023;Gendarmerie-Garenne;690290102;H;Bron;69029;BT <= 36 kVA;15;39,577;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;35
2023;Gendarmerie-Garenne;690290102;H;Bron;69029;BT > 36 kVA;1;0,003;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;36
2015;Duboeuf-Camille Rousset;690290103;H;Bron;69029;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;37
2015;Duboeuf-Camille Rousset;690290103;H;Bron;69029;HTA;0;0,0;0;0,0;0;0,0;0;0,0;1;95,856;0;0,0;38
2016;Duboeuf-Camille Rousset;690290103;H;Bron;69029;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;39
2016;Duboeuf-Camille Rousset;690290103;H;Bron;69029;HTA;0;0,0;0;0,0;0;0,0;0;0,0;1;36,776;0;0,0;40
2017;Duboeuf-Camille Rousset;690290103;H;Bron;69029;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;41
2017;Duboeuf-Camille Rousset;690290103;H;Bron;69029;HTA;0;0,0;0;0,0;0;0,0;0;0,0;1;27,888;0;0,0;42
2018;Duboeuf-Camille Rousset;690290103;H;Bron;69029;BT <= 36 kVA;11;52,55620280415686;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;43
2018;Duboeuf-Camille Rousset;690290103;H;Bron;69029;HTA;0;0,0;0;0,0;0;0,0;0;0,0;1;6,672833333333334;0;0,0;44
2019;Duboeuf-Camille Rousset;690290103;H;Bron;69029;BT <= 36 kVA;13;50,64178004079301;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;45
2019;Duboeuf-Camille Rousset;690290103;H;Bron;69029;HTA;0;0,0;0;0,0;0;0,0;0;0,0;1;0,13966666666666666;0;0,0;46
2020;Dubœuf-Camille Rousset;690290103;H;Bron;69029;BT <= 36 kVA;13;48,97261268573315;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;47
2020;Dubœuf-Camille Rousset;690290103;H;Bron;69029;HTA;0;0,0;0;0,0;0;0,0;0;0,0;1;0,0;0;0,0;48
2021;Dubuf-Camille Rousset;690290103;H;Bron;69029;BT <= 36 kVA;15;52,988;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;49
2021;Dubuf-Camille Rousset;690290103;H;Bron;69029;HTA;0;0,0;0;0,0;0;0,0;0;0,0;1;106,55;0;0,0;50
2022;Duboeuf-Camille Rousset;690290103;H;Bron;69029;BT <= 36 kVA;20;55,059;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;51
2022;Duboeuf-Camille Rousset;690290103;H;Bron;69029;HTA;0;0,0;0;0,0;0;0,0;0;0,0;1;123,79;0;0,0;52
2023;Duboeuf-Camille Rousset;690290103;H;Bron;69029;BT <= 36 kVA;25;67,607;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;53
2023;Duboeuf-Camille Rousset;690290103;H;Bron;69029;HTA;0;0,0;0;0,0;0;0,0;0;0,0;1;109,344;0;0,0;54
2015;Ferdinand-Buisson Eglise;690290104;H;Bron;69029;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;55
2016;Ferdinand-Buisson Eglise;690290104;H;Bron;69029;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;56
2017;Ferdinand-Buisson Eglise;690290104;H;Bron;69029;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;57
2018;Ferdinand-Buisson Église;690290104;H;Bron;69029;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;58
2019;Ferdinand Buisson Église;690290104;H;Bron;69029;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;59
2020;Ferdinand Buisson Église;690290104;H;Bron;69029;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;60
2021;Ferdinand Buisson Église;690290104;H;Bron;69029;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;61
2022;Ferdinand Buisson Église;690290104;H;Bron;69029;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;62
2023;Ferdinand Buisson Église;690290104;H;Bron;69029;BT <= 36 kVA;11;19,569;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;63
2015;Gerard-Philippe Ferdinand-Buisson;690290201;H;Bron;69029;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;64
2016;Gerard-Philippe Ferdinand-Buisson;690290201;H;Bron;69029;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;65
2017;Gerard-Philippe Ferdinand-Buisson;690290201;H;Bron;69029;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;66
2018;Gerard-Philippe Ferdinand-Buisson;690290201;H;Bron;69029;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;67
2019;Gerard-Philippe Ferdinand-Buisson;690290201;H;Bron;69029;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;68
2020;Gérard Philipe-Ferdinand Buisson;690290201;H;Bron;69029;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;69
2020;Gérard Philipe-Ferdinand Buisson;690290201;H;Bron;69029;BT > 36 kVA;0;0,0;0;0,0;0;0,0;0;0,0;1;19,642333333333333;0;0,0;70
2021;Gérard Philipe-Ferdinand Buisson;690290201;H;Bron;69029;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;71
2021;Gérard Philipe-Ferdinand Buisson;690290201;H;Bron;69029;BT > 36 kVA;0;0,0;0;0,0;0;0,0;0;0,0;1;776,457;0;0,0;72
2022;Gérard Philipe-Ferdinand Buisson;690290201;H;Bron;69029;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;73
2022;Gérard Philipe-Ferdinand Buisson;690290201;H;Bron;69029;BT > 36 kVA;0;0,0;0;0,0;0;0,0;0;0,0;1;785,951;0;0,0;74
2023;Gérard Philipe-Ferdinand Buisson;690290201;H;Bron;69029;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;75
2023;Gérard Philipe-Ferdinand Buisson;690290201;H;Bron;69029;BT > 36 kVA;0;0,0;0;0,0;0;0,0;0;0,0;1;820,132;0;0,0;76
2016;Caravelle;690290203;H;Bron;69029;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;77
2017;Caravelle;690290203;H;Bron;69029;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;78
2018;Caravelle;690290203;H;Bron;69029;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;79
2019;Caravelle;690290203;H;Bron;69029;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;80
2020;Caravelle;690290203;H;Bron;69029;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;81
2021;Caravelle;690290203;H;Bron;69029;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;82
2022;Caravelle;690290203;H;Bron;69029;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;83
2023;Caravelle;690290203;H;Bron;69029;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;84
2015;Terraillon-Plein-Sud;690290204;H;Bron;69029;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;85
2016;Terraillon-Plein-Sud;690290204;H;Bron;69029;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;86
2017;Terraillon-Plein-Sud;690290204;H;Bron;69029;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;87
2018;Terraillon-Plein-Sud;690290204;H;Bron;69029;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;88
2019;Terraillon-Plein-Sud;690290204;H;Bron;69029;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;89
2020;Terraillon-Plein Sud;690290204;H;Bron;69029;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;90
2021;Terraillon-Plein Sud;690290204;H;Bron;69029;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;91
2022;Terraillon-Plein Sud;690290204;H;Bron;69029;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;92
2023;Terraillon-Plein Sud;690290204;H;Bron;69029;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;93
2015;Route-de-Genas Aliende;690290205;H;Bron;69029;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;94
2016;Route-de-Genas Aliende;690290205;H;Bron;69029;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;95
2017;Route-de-Genas Aliende;690290205;H;Bron;69029;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;96
2018;Route-de-Genas Aliende;690290205;H;Bron;69029;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;97
2019;Route-de-Genas Aliende;690290205;H;Bron;69029;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;98
2020;Route de Genas-Aliende;690290205;H;Bron;69029;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;99
2021;Route de Genas-Aliende;690290205;H;Bron;69029;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;100
2022;Route de Genas-Aliende;690290205;H;Bron;69029;BT <= 36 kVA;10;29,353;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;101
2023;Route de Genas-Aliende;690290205;H;Bron;69029;BT <= 36 kVA;13;32,201;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;102
2015;Bron-Sud;690290301;H;Bron;69029;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;103
2015;Bron-Sud;690290301;H;Bron;69029;BT > 36 kVA;1;51,33900048419566;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;104
2015;Bron-Sud;690290301;H;Bron;69029;HTA;0;0,0;0;0,0;0;0,0;0;0,0;1;20483,586;0;0,0;105
2016;Bron-Sud;690290301;H;Bron;69029;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;106
2016;Bron-Sud;690290301;H;Bron;69029;BT > 36 kVA;1;44,68843101044908;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;107
2016;Bron-Sud;690290301;H;Bron;69029;HTA;0;0,0;0;0,0;0;0,0;0;0,0;1;20206,701;0;0,0;108
2017;Bron-Sud;690290301;H;Bron;69029;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;109
2017;Bron-Sud;690290301;H;Bron;69029;BT > 36 kVA;1;44,145;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;110
2017;Bron-Sud;690290301;H;Bron;69029;HTA;0;0,0;0;0,0;0;0,0;0;0,0;1;19930,325;0;0,0;111
2018;Bron-Sud;690290301;H;Bron;69029;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;112
2018;Bron-Sud;690290301;H;Bron;69029;BT > 36 kVA;1;39,41830247041618;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;113
2018;Bron-Sud;690290301;H;Bron;69029;HTA;0;0,0;0;0,0;0;0,0;0;0,0;1;20358,158333333333;0;0,0;114
2019;Bron Sud;690290301;H;Bron;69029;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;115
2019;Bron Sud;690290301;H;Bron;69029;BT > 36 kVA;1;41,837;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;116
2019;Bron Sud;690290301;H;Bron;69029;HTA;0;0,0;0;0,0;0;0,0;0;0,0;1;19684,839666666667;0;0,0;117
2020;Bron Sud;690290301;H;Bron;69029;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;118
2020;Bron Sud;690290301;H;Bron;69029;BT > 36 kVA;1;41,226;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;119
2020;Bron Sud;690290301;H;Bron;69029;HTA;0;0,0;0;0,0;0;0,0;0;0,0;1;14627,542;0;0,0;120
2021;Bron Sud;690290301;H;Bron;69029;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;121
2021;Bron Sud;690290301;H;Bron;69029;BT > 36 kVA;1;26,244;0;0,0;0;0,0;0;0,0;0;0,0;1;542,559;122
2021;Bron Sud;690290301;H;Bron;69029;HTA;0;0,0;0;0,0;0;0,0;0;0,0;1;19199,893;0;0,0;123
2022;Bron Sud;690290301;H;Bron;69029;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;124
2022;Bron Sud;690290301;H;Bron;69029;BT > 36 kVA;1;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1;446,188;125
2022;Bron Sud;690290301;H;Bron;69029;HTA;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;126
2023;Bron Sud;690290301;H;Bron;69029;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;127
2023;Bron Sud;690290301;H;Bron;69029;BT > 36 kVA;1;1,337;0;0,0;0;0,0;0;0,0;1;660,097;0;0,0;128
2015;Hotel-de-Ville Alsace-Lorraine;690290401;H;Bron;69029;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;129
2016;Hotel-de-Ville Alsace-Lorraine;690290401;H;Bron;69029;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;130
2017;Hotel-de-Ville Alsace-Lorraine;690290401;H;Bron;69029;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;131
2018;Hôtel-de-Ville Alsace-Lorraine;690290401;H;Bron;69029;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;132
2019;Hôtel-de-Ville Alsace-Lorraine;690290401;H;Bron;69029;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;133
2020;Hôtel de Ville Alsace-Lorraine;690290401;H;Bron;69029;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;134
2021;Hôtel de Ville Alsace-Lorraine;690290401;H;Bron;69029;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;135
2022;Hôtel de Ville Alsace-Lorraine;690290401;H;Bron;69029;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;136
2023;Hôtel de Ville Alsace-Lorraine;690290401;H;Bron;69029;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;137
2015;Centre;690290402;H;Bron;69029;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;138
2016;Centre;690290402;H;Bron;69029;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;139
2017;Centre;690290402;H;Bron;69029;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;140
2018;Centre;690290402;H;Bron;69029;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;141
2019;Centre;690290402;H;Bron;69029;BT <= 36 kVA;10;28,641768564255475;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;142
2020;Centre;690290402;H;Bron;69029;BT <= 36 kVA;11;26,54251337383551;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;143
2021;Centre;690290402;H;Bron;69029;BT <= 36 kVA;10;25,253;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;144
2022;Centre;690290402;H;Bron;69029;BT <= 36 kVA;12;30,139;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;145
2023;Centre;690290402;H;Bron;69029;BT <= 36 kVA;22;48,489;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;146
2015;Essarts-Nord;690290601;H;Bron;69029;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;147
2016;Essarts-Nord;690290601;H;Bron;69029;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;148
2017;Essarts-Nord;690290601;H;Bron;69029;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;149
2018;Essarts-Nord;690290601;H;Bron;69029;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;150
2019;Essarts-Nord;690290601;H;Bron;69029;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;151
2020;Essarts Nord;690290601;H;Bron;69029;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;152
2021;Essarts Nord;690290601;H;Bron;69029;BT <= 36 kVA;12;22,534;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;153
2022;Essarts Nord;690290601;H;Bron;69029;BT <= 36 kVA;12;33,363;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;154
2023;Essarts Nord;690290601;H;Bron;69029;BT <= 36 kVA;15;38,92;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;155
2015;Essarts-Sud;690290602;H;Bron;69029;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;156
2016;Essarts-Sud;690290602;H;Bron;69029;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;157
2017;Essarts-Sud;690290602;H;Bron;69029;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;158
2018;Essarts-Sud;690290602;H;Bron;69029;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;159
2019;Essarts-Sud;690290602;H;Bron;69029;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;160
2020;Essarts Sud;690290602;H;Bron;69029;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;161
2021;Essarts Sud;690290602;H;Bron;69029;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;162
2022;Essarts Sud;690290602;H;Bron;69029;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;163
2023;Essarts Sud;690290602;H;Bron;69029;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;164
2015;Non affecté;69029xxxx;_;Bron;69029;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;165
2015;Non affecté;69029xxxx;_;Bron;69029;BT > 36 kVA;1;52,68174419397377;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;166
2016;Non affecté;69029xxxx;_;Bron;69029;BT > 36 kVA;1;54,50998613818347;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;167
2017;Non affecté;69029xxxx;_;Bron;69029;BT > 36 kVA;1;83,509;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;168
2018;Non affecté;69029xxxx;_;Bron;69029;BT > 36 kVA;1;72,24293377219321;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;169
2019;Fictif - Bron;69029xxxx;F;Bron;69029;BT > 36 kVA;1;53,754;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;170
2020;Fictif - Bron;69029xxxx;F;Bron;69029;BT > 36 kVA;2;19,3765;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;171
2021;Fictif - Bron;69029xxxx;F;Bron;69029;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;172
2021;Fictif - Bron;69029xxxx;F;Bron;69029;BT > 36 kVA;1;69,49;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;173
2022;Fictif - Bron;69029xxxx;F;Bron;69029;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;174
2022;Fictif - Bron;69029xxxx;F;Bron;69029;BT > 36 kVA;1;78,413;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;175
2023;Fictif - Bron;69029xxxx;F;Bron;69029;BT <= 36 kVA;;;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;176
2023;Fictif - Bron;69029xxxx;F;Bron;69029;BT > 36 kVA;1;71,463;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;177
2015;Cailloux-sur-Fontaines (commune non irisée);690330000;Z;Cailloux-sur-Fontaines;69033;BT <= 36 kVA;32;91,68683837457559;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;178
2016;Cailloux-sur-Fontaines (commune non irisée);690330000;Z;Cailloux-sur-Fontaines;69033;BT <= 36 kVA;32;92,8491431211349;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;179
2017;Cailloux-sur-Fontaines (commune non irisée);690330000;Z;Cailloux-sur-Fontaines;69033;BT <= 36 kVA;33;96,179;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;180
2018;Cailloux-sur-Fontaines (commune non irisée);690330000;Z;Cailloux-sur-Fontaines;69033;BT <= 36 kVA;38;106,78709085368718;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;181
